,sr,Journal,Citation,Source,f_selection,f_rejection,Type_of_exclusion,reason_for_exclsuion,Comment,final_selection,titles,abstracts,dois
15,16,J Vestib Res,J. H. Allum and F. Honegger Recovery times of stance and gait balance control after an acute unilateral peripheral vestibular deficit 2016,PubMed,1.0,,,,,0.0,Recovery times of stance and gait balance control after an acute unilateral peripheral vestibular deficit,"Abstract
Background: Acute unilateral peripheral vestibular deficit (aUPVD) patients have balance deficits that can improve after several weeks. Determining differences in vestibulo-spinal reflex (VSR) influences on balance control and vestibular ocular reflex (VOR) responses with peripheral recovery and central compensation would provide insights into CNS plasticity mechanisms. Also, clinically, knowing when balance control is approximately normal again should contribute to decisions about working ability after aUPVD. Usually VORs are employed for this purpose, despite a lack of knowledge about correlations with balance control. Given this background, we examined whether balance and VOR measures improve similarly and are correlated. Further whether balance improvements are different for stance and gait.
Methods: 26 patients were examined at onset of aUPVD, and 3, 6 and 13 weeks later. To measure balance control and thereby assess the contribution of VSR influences during stance and gait, body-worn gyroscopes mounted at lumbar 1-3 recorded the angular velocity of the lower trunk in the roll (lateral) and pitch (anterior-posterior) directions. These signals were integrated to yield angle deviations. To measure VOR function, rotating chair (ROT) tests were performed with triangular velocity profiles with accelerations of 20°/s(2) and 5°/s(2), and caloric tests with bithermal (44 and 30°C) water irrigation of the external auditory meatus. Changes in average balance and VOR measures at the 4 examination time points were modelled with exponential decays. Improvements were assumed to plateau when model values were to within 10% of steady state.
Results: Balance improvement rates were task and direction dependent, ranging from 3-9 weeks post aUPVD, similar to the range of ROT VOR improvement rates. Stance balance control improved similarly in the pitch and roll directions. Both reached steady state at 7.5 weeks. However, changes in visual and proprioceptive influences on stance sway velocities continued to decrease in favour of vestibular influences for over 10 weeks with the visual influence being correlated with ROT deficit side responses (R= 0.475). Spontaneous nystagmus and stance roll velocity were weakly correlated (R= 0.24). Pitch control during gait tests improved faster than roll. Gait speed was slower and only recovered normal velocity at 6-9 weeks. Pitch velocity when walking eyes closed was correlated (R= 0.38) with ROT asymmetry. Other balance and VOR measures were more weakly correlated (R< 0.2) even if these had similar improvement rates.
Conclusions: These results indicate that balance control for stance improves equally fast in the pitch and roll directions. For gait, pitch control improves faster than roll. On average, stance and gait tests show normal balance control at 6-9 weeks post aUPVD onset. As few balance measures are correlated with those of VOR function and then with low (R< 0.5) coefficients, we suggest that VOR tests should not be used to assess improvements in balance control after aUPVD. The lack of strong correlations between balance and VOR measures included in this study during peripheral recovery and central compensation of aUPVD supports the hypothesis that recovery of balance function after an aUPVD involves different CNS pathways and neural plasticity mechanisms.
Keywords: Unilateral vestibular loss; balance control; gait; recovery rates; stance.",doi: 10.3233/VES-150561.
16,17,Ear Nose Throat J,"L. M. Almond, K. Patel and D. Rejali Transient auditory dysfunction: a description and study of prevalence 2013",PubMed,0.0,1.0,Design,Not related to subject ,,0.0,Transient auditory dysfunction: a description and study of prevalence,"Abstract
Transient auditory dysfunction (TAD) is a previously undescribed symptom complex of unknown cause. It is characterized by short-lasting sensorineural hearing loss (unilateral or bilateral), it is associated with tinnitus, it resolves completely within minutes, and it is not accompanied by vestibular symptoms. We conducted a cross-sectional prospective study to define TAD, find its prevalence, and discuss its significance. Two hundred healthy subjects between the ages of 16 and 49 years were surveyed using a questionnaire. Of these subjects, 41 (20.5%) reported experiencing symptoms of TAD. The mean number of episodes was 5.9 times per month, the mean duration was 41 seconds, and 80% experienced concomitant tinnitus. We conclude that TAD is a common finding in a healthy population. This may have implications for the pathogenesis of sudden-onset sensorineural hearing loss. Further longitudinal studies and detailed audiologic evaluation of patients with TAD are required to ascertain the significance, etiology, and pathophysiology of this condition.",doi: 10.1177/014556131309200809.
17,18,Arch Ital Biol,"P. Andre, O. Pompeiano, D. Manzoni and P. D'Ascanio Muscarinic receptors in the cerebellar vermis modulate the gain of the vestibulospinal reflexes in decerebrate cats 1992",PubMed,0.0,1.0,Population,Animal study,,0.0,Muscarinic receptors in the cerebellar vermis modulate the gain of the vestibulospinal reflexes in decerebrate cats,"Abstract
1. The Purkinje (P)-cells of the cerebellar vermis, which exert a prominent influence on posture as well as on the gain of vestibulospinal (VS) reflexes, are under the control not only of the classic mossy fibers and climbing fibers which liberate excitatory amino acids as neurotransmitter, but also of cholinergic afferents. The role of these afferents was investigated in precollicular decerebrate cats by using the method of local microinjection of cholinergic agents into appropriate areas of the cerebellar cortex. 2. Unilateral injection into the vermal cortex of the culmen of the non-selective cholinergic agonist carbachol (0.25 microliters at 0.5 micrograms/microliters saline) produced a postural asymmetry, characterized by a slight decrease of the extensor tonus in the ipsilateral forelimb and an increased tonus in the contralateral forelimb. Moreover, the gain of the EMG responses of the ipsilateral and the contralateral triceps brachii to animal tilt increased significantly, while no significant changes in the phase angle of the responses were observed. These effects started 5-10 min after the injection and persisted for at least 2 hours before disappearing. Similar but smaller effects were obtained after injection of eserine, an inhibitor of acetylcholinesterase. Thus, the effects could be produced by increasing the naturally present amount of acetylcholine (ACh). 3. The changes in posture and gain of the VS reflexes described above utilized in part at least muscarinic receptors, since effects similar to those induced by carbachol injection were also obtained after unilateral microinjection into the vermal cortex of the culmen of the muscarinic agonist bethanechol (0.25 microliters at 0.1 micrograms/microliters). On the other hand opposite effects, characterized by an increased postural activity in the ipsilateral forelimb associated with a decreased activity in the contralateral forelimb, as well as by a reduced gain of the EMG responses of the triceps brachii of both sides to animal tilt were observed in other experiments after local microinjection of the muscarinic antagonist scopolamine (0.25 microliter at 4-8 micrograms/microliters saline). Evidence for muscarinic supersensitivity was obtained following repetitive injections of scopolamine into the cerebellar vermis. 4. The area which upon injection of the cholinergic agents modified the postural activity as well as the gain of the VS reflexes was located within the third and/or the fourth folium rostral to the fissura prima (culmen), at the laterality of 1.4-1.8 mm with respect to the midline.(ABSTRACT TRUNCATED AT 400 WORDS)",Not Found
23,24,Acta Otolaryngol,"Y. Asama, F. Goto, T. Tsutsumi and K. Ogawa Objective evaluation of neck muscle tension and static balance in patients with chronic dizziness 2012",PubMed,1.0,,,,The study included 26 patients with chronic dizziness caused by unilateral vestibular deficit,0.0,Objective evaluation of neck muscle tension and static balance in patients with chronic dizziness,"Abstract
Conclusion: Increase in the average value of bilateral neck muscle tension (ANT) indicates the increase in neck muscle tension to stabilize static posture resulting from vestibular compensation. Asymmetry of neck muscle tension was closely related to postural imbalance.
Objective: Patients with dizziness often complain of neck symptoms with stiff neck. This study was conducted to clarify the pathophysiological mechanism of neck symptoms in patients with dizziness.
Methods: We objectively measured bilateral trapezius muscle tension in patients with chronic dizziness and determined its relationship with static postural perturbation. The study included 26 patients with chronic dizziness caused by unilateral vestibular deficit and 24 healthy controls. The tension of bilateral trapezius muscles was objectively measured using a neck muscle tension meter. ANT and the ratio (right/left) of the bilateral neck muscle tension (RNT) were calculated. Static posturography was performed to measure total length of path (LNG).
Results: ANT was negatively correlated to LNG under the eyes closed (EC) condition only in the case of the patients (r = -0.44, p < 0.05). In the case of both the controls and the patients with a unilateral vestibular deficit, RNT was positively correlated to LNG under the EC condition.",doi: 10.3109/00016489.2012.699197.
26,27,Exp Brain Res,"S. T. Aw, G. M. Halmagyi, I. S. Curthoys, M. J. Todd and R. A. Yavor Unilateral vestibular deafferentation causes permanent impairment of the human vertical vestibulo-ocular reflex in the pitch plane 1994",PubMed,1.0,,,,,0.0,Unilateral vestibular deafferentation causes permanent impairment of the human vertical vestibulo-ocular reflex in the pitch plane,"Abstract
Rapid, passive, unpredictable, low-amplitude (10-20 degrees), high-acceleration (3000-4000 degrees/s2) head rotations were used to study the vertical vestibulo-ocular reflex in the pitch plane (pitch-vVOR) after unilateral vestibular deafferentation. The results from 23 human subjects who had undergone therapeutic unilateral vestibular deafferentation were compared with those from 19 normals. All subjects were tested while seated in the upright position. Group means and two-tailed 95% confidence intervals are reported for the pitch-vVOR gains in normal and unilateral vestibular deafferented subjects. In normal subjects, at a head velocity of 125 degrees/s the pitch-vVOR gains were: upward 0.89 +/- 0.06, downward 0.91 +/- 0.04. At a head velocity of 200 degrees/s, the pitch-vVOR gains were: upward 0.92 +/- 0.06, downward 0.96 +/- 0.04. There was no significant up-down asymmetry. In the 15 unilateral vestibular deafferented subjects who were studied more than 1 year after unilateral vestibular deafferentation, the pitch-vVOR was significantly impaired. At a head velocity of 125 degrees/s, the pitch-vVOR gains were: upward 0.67 +/- 0.11, downward 0.63 +/- 0.07. At a head velocity of 200 degrees/s, the pitch-vVOR gains were: upward 0.67 +/- 0.07, downward 0.58 +/- 0.06. There was no significant up-down asymmetry. The pitch-vVOR gain in unilateral vestibular deafferented subjects was significantly lower (P < 0.05) than the pitch-vVOR gain in normal subjects at the same head velocities. These results show that total, permanent unilateral loss of vestibular function produces a permanent symmetrical 30% (approximately) decrease in pitch-vVOR gain. This pitch-vVOR deficit is still present more than 1 year after deafferentation despite retinal slip velocities greater than 30 degrees/s in response to head accelerations in the physiological range, indicating that compensation of pitch-vVOR function following unilateral vestibular deafferentation remains incomplete.",doi: 10.1007/BF00232444.
27,28,Acta Otolaryngol Suppl,"S. T. Aw, G. M. Halmagyi, D. V. Pohl, I. S. Curthoys, R. A. Yavor and M. J. Todd The effect of unilateral posterior semicircular canal inactivation on the human vestibulo-ocular reflex 1995",PubMed,0.0,1.0,Outcome,"No symptom, signs",,0.0,The effect of unilateral posterior semicircular canal inactivation on the human vestibulo-ocular reflex,"Abstract
The responses to rapid, passive, unpredictable, low amplitude (10-20 degrees), high acceleration (3,000-4,000 degrees/s2) head rotations were used to study the human vestibulo-ocular reflex (VOR) in pitch and yaw plane after unilateral posterior semicircular canal occlusion (uPCO) in 10 subjects. The results from these 10 uPCO subjects were compared with those from 18 normal subjects. The VOR gains at a head velocity of 200 degrees/s in the uPCO subjects were: pitch upward = 0.62 +/- 0.06, pitch downward = 0.87 +/- 0.11, yew ipsilesion = 0.78 +/- 0.06, yaw contralesion = 0.79 +/- 0.10 and in normal subjects were: pitch upward = 0.92 +/- 0.06, pitch downward = 0.96 +/- 0.04, yaw right = 0.88 +/- 0.05, yaw left = 0.91 +/- 0.12 (group means +/- twotailed 95% confidence intervals). The results showed that the pitch-vVOR gain was significantly (p < 0.05) decreased in response to upward head impulses whereas in response to downward, ipsilesion and contralesion head impulses were not significantly different (p > 0.05) from the normals. This study shows that there is 30% permanent residual deficit of the upward pitch-vVOR with an up-down asymmetry in pitch-vVOR gain following inactivation of a single posterior semicircular canal and that compensation of pitch-vVOR function is incomplete.",doi: 10.3109/00016489509125243.
28,29,Acta Otolaryngol,"S. T. Aw, J. S. Magnussen, M. J. Todd, S. McCormack and G. M. Halmagyi MRI of the vestibular nerve after selective vestibular neurectomy 2006",PubMed,1.0,,,,"Of the seven patients only one was asymptomatic (totally free of vertigo); six had continued to experience vertigo attacks, albeit not as long or as severe as before VNx.",0.0,MRI of the vestibular nerve after selective vestibular neurectomy,"Abstract
Conclusion: In patients with Ménière's disease and persisting vertigo attacks after vestibular neurectomy (VNx) MRI of the vestibulocochlear nerve can identify residual vestibular nerve fibres that could be responsible for the vertigo attacks.
Objective: To test if MRI of the vestibulocochlear nerve can corroborate the presence of residual vestibular nerve fibres in patients with persisting vertigo attacks and residual vestibular function after VNx.
Materials and methods: Vestibulocochlear nerve bundles of seven post-VNx unilateral Ménière's patients were imaged using 1.5 Tesla MRI with steady state free precession (SSFP) sequences. Reformatted MR images orthogonal to the vestibulocochlear nerve axis in internal auditory canal were compared on the VNx and intact sides. Vestibular function was assessed with caloric tests, three-dimensional head impulse tests and vestibular evoked myogenic potentials. Of the seven patients only one was asymptomatic (totally free of vertigo); six had continued to experience vertigo attacks, albeit not as long or as severe as before VNx.
Results: On the VNx side, MRI showed intact facial and cochlear nerves in all seven patients. In the six symptomatic patients, although superior and inferior vestibular nerve bulk and signal were reduced, residual bulk suggestive of inferior vestibular nerve was evident, correlating with evidence of residual posterior canal function on impulsive testing in all six symptomatic patients. In the asymptomatic patient, superior and inferior vestibular nerves were absent on MRI and impulsive testing revealed no residual posterior canal function.",doi: 10.1080/00016480600606657.
30,31,Am J Otolaryngol,"C. Badaracco, F. S. Labini, A. Meli and D. Tufarelli Oscillopsia in labyrinthine defective patients: comparison of objective and subjective measures 2010",PubMed,1.0,,,,chronic dizziness: 18 with unilateral vestibular hypofunction,0.0,Oscillopsia in labyrinthine defective patients: comparison of objective and subjective measures,"Abstract
Objective: To compare the oscillopsia sensation in vestibular defective patients, using a specific handicap questionnaire and a specific Visual Analog Scale, with objective measure of the vertical vestibulo-ocular reflex efficiency in the pitch plane, using the computerized Dynamic Visual Acuity (DVA) test and Gaze Stabilization Test (GST).
Design: Controlled retrospective study.
Setting: Day hospital in ENT Rehabilitation Unit.
Subjects: Sixty-five subjects: 35 controls (12 men and 23 women; mean age, 50.77 ± 13.39 years) and 30 patients with chronic dizziness: 18 with unilateral vestibular hypofunction (7 men and 11 women; mean age, 55.50 ± 12.72 years) and 12 with bilateral hypofunction (7 men and 5 women; mean age, 57.25 ± 9.18 years).
Main measures: Computerize vertical DVA and GST; subjective Visual Analog Scale, Oscillopsia Score questionnaire.
Results: Instrumental tests had different means between subject groups; vertical DVA results and subjective measures were significantly correlated.
Conclusions: Vertical DVA and GST test in up and down direction are able to separate healthy and vestibular patients. Moreover, the DVA test in down direction differentiates patients with unilateral vestibular hypofunction and with bilateral vestibular hypofunction. These results show that vertical DVA test can be used for the assessment of the visual field instability referred to as disabling.",doi: 10.1016/j.amjoto.2009.06.002.
36,37,J Neurophysiol,N. H. Barmack and V. E. Pettorossi Effects of unilateral lesions of the flocculus on optokinetic and vestibuloocular reflexes of the rabbit 1985,PubMed,0.0,1.0,Population,Animal study,,0.0,Effects of unilateral lesions of the flocculus on optokinetic and vestibuloocular reflexes of the rabbit,"Abstract
The horizontal optokinetic reflex (HOKR) and the horizontal vestibuloocular reflex (HVOR) were tested in 21 rabbits before and after unilateral lesions were made in the left cerebellar flocculus. The immediate effect, observed within 15 min following placement of a floccular lesion, was a conjugate nystagmus with the slow phase toward the side opposite to the lesion when the animal was placed in total darkness. This spontaneous nystagmus lasted from several hours to two days depending on the extent of damage to the flocculus. It was reversed in sign if the subjacent vestibular nuclei or vestibular nerve were damaged by the operation, and it was totally absent if the unilateral floccular lesions were made in rabbits that had been bilaterally labyrinthectomized. The spontaneous drift of the eyes observed immediately postoperatively caused a bias in measurement of the HVOR that was dependent on the frequency of vestibular stimulation. When measured 50 days postoperatively the HVOR had a normal gain and normal bias. When measured 50 days postoperatively the monocular HOKR (posteroanterior stimulation of the left eye) was significantly reduced in gain at stimulus velocities below 5 degrees/s. A quantitative anatomical analysis of the degeneration of inferior olivary neurons caused by lesions of the flocculus demonstrated contralateral cell loss of as much as 65% of the dorsal cap neuronal population. These data reveal a permanent deficit in the HOKR, but not the HVOR, following unilateral floccular lesions and are consistent with the idea that the flocculus contributes to the regulation of the low-velocity eye movements through the inhibitory modulation of the activity of the subjacent vestibular nuclei.",doi: 10.1152/jn.1985.53.2.481.
37,38,Int Tinnitus J,"S. Barozzi, F. Di Berardino, E. Arisi and A. Cesarani A comparison between oculomotor rehabilitation and vestibular electrical stimulation in unilateral peripheral vestibular deficit 2006",PubMed,1.0,,,,,0.0,A comparison between oculomotor rehabilitation and vestibular electrical stimulation in unilateral peripheral vestibular deficit,"Abstract
Rehabilitation therapy is proved to be effective in reducing disability in patients with persistent symptoms of disequilibrium after acute unilateral peripheral vestibular deficit. The aim of this study was to evaluate the effects of oculomotor rehabilitation (group 2) on static balance and a dizziness handicap and to compare those with the effects to vestibular electrical stimulation (group 1). Before and after therapy, we tested 28 patients, using static posturography and.the dizziness handicap inventory short form. After therapy, all subjects reported a reduction of symptoms (p = .00019). In group 1, the reductions seen in eyes-opened length of the oscillations and eyes-opened and eyes-closed surface of the body sway were statistically significant, respectively (p = .04; p = .02; p = .02). Group 2 patients revealed better stability on all parameters, and the reductions of eyes-opened length and of eyes-opened correlation function between length and surface were statistically significant (p = .01 and p = .01, respectively). Analysis of the equilibrium system subcomponents did not show any variation. Oculomotor exercises,employed in most rehabilitative protocols and including head movements to improve vestibular adaptation, have proved to reduce the perceived overall impairment and postural sway in patients with recent unilateral vestibular disorders, even though the disorders are not associated with head movements. Comparison of our two study groups did not show any significant difference, revealing that both forms of therapy are effective.",Not Found
40,41,J Int Adv Otol,"M. Bassiouni, H. Olze and P. Arens Bilateral Hearing Loss Due to Metastatic Gastric Signet Cell Adenocarcinoma Involving the Internal Auditory Canal and Cerebellopontine Angle 2021",PubMed,0.0,1.0,Population,Bilateral loss,,0.0,Bilateral Hearing Loss Due to Metastatic Gastric Signet Cell Adenocarcinoma Involving the Internal Auditory Canal and Cerebellopontine Angle,"Abstract
Intracranial metastases of stomach cancers are very rare and are associated with a poor prognosis. Of those, metastases of gastric cancers in the internal auditory canal and cerebellopontine angle represent an extremely rare subgroup. Such metastatic lesions may be indistinguishable from vestibular schwannomas in imaging studies and clinical presentation. In this report, we describe a case of gastric signet cell adenocarcinoma metastasizing to the internal auditory canal and cerebellopontine angle bilaterally and causing bilateral hearing loss, including a unilateral sudden deafness. Due to the co-detection of multiple other intracranial masses in the magnetic resonance imaging scan, the suspected diagnosis of leptomeningeal metastatic disease was clear, and the patient was referred to palliative whole brain radiotherapy. The case further highlights the importance of prompt diagnosis and treatment of metastatic cerebellopontine angle lesions to prevent permanent neurological sequelae. Metastatic tumors should therefore be considered in the differential diagnosis of cerebellopontine angle lesions, especially in patients with a known history of malignant disease.",doi: 10.5152/iao.2020.8415.
41,42,Iran J Otorhinolaryngol,A. Bayat and N. Saki Effects of Vestibular Rehabilitation Interventions in the Elderly with Chronic Unilateral Vestibular Hypofunction 2017,PubMed,1.0,,,,In the full text there are symptoms,0.0,Effects of Vestibular Rehabilitation Interventions in the Elderly with Chronic Unilateral Vestibular Hypofunction,"Abstract
Introduction: Although vestibular rehabilitation therapy (VRT) methods are relatively popular in treating patients with body balance deficits of vestibular origin, only limited studies have been conducted into customized exercises for unilateral vestibular hypofunction (UVH). Furthermore, very little evidence is available on the outcomes of VRT in the elderly population with chronic UVH.
Materials and methods: A total of 21 patients, aged 61 to 74 years, with UVH participated in this study. The dizziness handicap inventory (DHI) was performed immediately before, and 2 and 8 weeks after treatment.
Results: All patients showed a reduction in DHI scores during the study. The average decrease in DHI score was 25.98 points after 2 weeks' intervention (P<0.001) and 32.54 points at the end of the study. This improvement was observed in all DHI subscores, and was most profound in the functional aspect. The correlation between the degree of final recovery and canal paresis was not significant (P>0.05). There were no relationships between the scores and gender.
Conclusion: Our study demonstrates that VRT is an effective method for the management of elderly patients with UVH, and shows maximal effect on functional aspects.
Keywords: Elderly; Rehabilitation; Vestibular.",Not Found
43,44,PLoS One,"S. Becker-Bense, H. G. Buchholz, B. Baier, M. Schreckenberger, P. Bartenstein, A. Zwergal, T. Brandt and M. Dieterich Functional Plasticity after Unilateral Vestibular Midbrain Infarction in Human Positron Emission Tomography 2016",PubMed,0.0,1.0,Outcome,"No symptom, signs",,0.0,Functional Plasticity after Unilateral Vestibular Midbrain Infarction in Human Positron Emission Tomography,"Abstract
The aim of the study was to uncover mechanisms of central compensation of vestibular function at brainstem, cerebellar, and cortical levels in patients with acute unilateral midbrain infarctions presenting with an acute vestibular tone imbalance. Eight out of 17 patients with unilateral midbrain infarctions were selected on the basis of signs of a vestibular tone imbalance, e.g., graviceptive (tilts of perceived verticality) and oculomotor dysfunction (skew deviation, ocular torsion) in F18-fluordeoxyglucose (FDG)-PET at two time points: A) in the acute stage, and B) after recovery 6 months later. Lesion-behavior mapping analyses with MRI verified the exact structural lesion sites. Group subtraction analyses and comparisons with healthy controls were performed with Statistic Parametric Mapping for the PET data. A comparison of PET A of acute-stage patients with that of healthy controls showed increases in glucose metabolism in the cerebellum, motion-sensitive visual cortex areas, and inferior temporal lobe, but none in vestibular cortex areas. At the supratentorial level bilateral signal decreases dominated in the thalamus, frontal eye fields, and anterior cingulum. These decreases persisted after clinical recovery in contrast to the increases. The transient activations can be attributed to ocular motor and postural recovery (cerebellum) and sensory substitution of vestibular function for motion perception (visual cortex). The persisting deactivation in the thalamic nuclei and frontal eye fields allows alternative functional interpretations of the thalamic nuclei: either a disconnection of ascending sensory input occurs or there is a functional mismatch between expected and actual vestibular activity. Our data support the view that both thalami operate separately for each hemisphere but receive vestibular input from ipsilateral and contralateral midbrain integration centers. Normally they have gatekeeper functions for multisensory input to the cortex and automatic motor output to subserve balance and locomotion, as well as sensorimotor integration.",doi: 10.1371/journal.pone.0165935.
